danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,3j11iDncb7ZeDMw7lFucqM,164819,4,0.844,1.0,0.644,0.605
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,187436,4,0.863,1.0,0.88,0.854
0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,162399,4,0.751,0.962,0.403,0.504
0.673,0.659,3,-4.493,0,0.0439,0.539,0.0,0.129,0.628,88.011,audio_features,28VbwtsYnj85UEODGpQRem,179053,4,0.157,1.0,0.375,0.446
0.719,0.959,9,-5.29,0,0.125,0.341,0.0,0.255,0.522,126.031,audio_features,00E0Z2jrF7reoHps4zcbWQ,147212,4,0.964,1.0,0.666,0.546
0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,audio_features,1KixkQVDUHggZMU9dUobgm,174760,4,0.912,0.994,0.218,0.149
0.691,0.856,11,-3.899,1,0.0383,0.0174,4.76e-05,0.111,0.638,117.081,audio_features,377uEWjxVKksQDlwDqaIfx,156155,4,0.765,1.0,0.346,0.438
0.681,0.657,6,-4.671,1,0.0432,0.0748,0.0,0.353,0.628,130.089,audio_features,2Xnv3GntqbBH1juvUYSpHG,183027,4,0.757,1.0,0.669,0.589
0.504,0.788,3,-4.113,0,0.214,0.0132,0.0,0.363,0.228,169.907,audio_features,0b11D9D0hMOYCIMN3OKreM,186022,4,0.049,0.996,0.293,0.333
0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,audio_features,6I9VzXrHxO9rA9A5euc8Ak,198800,4,0.728,1.0,0.608,0.519
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,211067,4,0.496,1.0,0.448,0.588
0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,6ic8OlLUNEATToEFU3xmaH,251240,4,0.92,1.0,0.318,0.334
0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,audio_features,6naxalmIoLFWR0siv8dnQQ,211160,4,0.788,1.0,0.333,0.562
0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,audio_features,4fixebDZAVToLbUCuEloa2,224400,4,0.653,1.0,0.369,0.294
0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,audio_features,3lFwSDBCNo3CcN09UppUnm,202246,4,0.826,1.0,0.731,0.624
0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,audio_features,7jk7gqyEonmVVYahZN5zhW,192360,4,0.87,1.0,0.591,0.634
0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,audio_features,6T689Jvh5KrSXyaPtUWZtQ,225080,4,0.932,1.0,0.0,0.17
0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,audio_features,2hdy9Wt9qp7M7d0U3ossu2,216520,4,0.643,1.0,0.297,0.35
0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,audio_features,6ldwfK0yWgTAlmIfuQkTYN,203600,4,0.837,1.0,0.026,0.16
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,211467,4,0.094,0.384,0.186,0.349
0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,audio_features,0otRX6Z89qKkHkQ9OqJpKt,248373,4,0.313,0.92,0.522,0.579
0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,audio_features,6mQLN3zRtAp6ovjusyYKrV,218293,4,0.952,0.977,0.586,0.42
0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,audio_features,0VhgEqMTNZwYL1ARDLLNCX,246880,4,0.505,0.983,0.655,0.689
0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,audio_features,55Am8neGJkdj2ADaM3aw5H,208827,4,0.126,1.0,0.625,0.604
0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,audio_features,5yVIlYEHZxQVLyInCdldoS,209440,4,0.134,1.0,0.389,0.552
0.529,0.472,2,-6.323,1,0.0333,0.398,0.0,0.0853,0.269,138.935,audio_features,5h5CQwgjgQrBUacsqR2zR7,254317,3,0.576,1.0,0.5,0.596
0.212,0.628,0,-6.628,1,0.032,0.0721,0.0,0.196,0.467,89.819,audio_features,6OmKbLCskNWi1IcfpZbeJc,206967,4,0.065,0.739,0.6,0.679
0.525,0.61,6,-6.793,1,0.0404,0.084,0.0,0.0572,0.293,101.875,audio_features,2fmyrECK6bdfoGven0UMZx,233400,4,0.252,1.0,0.318,0.536
0.508,0.465,8,-8.809,1,0.0461,0.584,0.0,0.121,0.269,120.057,audio_features,71BrY73Q1m74SPtRvxr1np,170841,4,0.605,0.973,0.276,0.535
0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,158206,4,0.836,0.961,0.65,0.529
0.47,0.652,2,-9.629,1,0.0561,0.0831,4.08e-05,0.175,0.104,141.981,audio_features,3ZaEs1O8BG581qYPHpQ8d6,190286,4,0.313,0.879,0.052,0.456
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,205040,4,0.614,1.0,0.379,0.411
0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818,audio_features,2N3U8uTYhjX2KwGT0pf5x0,260987,4,0.109,0.702,0.0,0.258
0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,audio_features,6Ec5LeRzkisa5KJtwLfOoW,256027,4,0.075,1.0,0.705,0.572
0.801,0.819,11,-5.189,1,0.158,0.292,0.0,0.515,0.811,139.969,audio_features,0O3TAouZE4vL9dM5SyxgvH,236280,4,0.665,1.0,0.584,0.595
0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,audio_features,4X5f3vT8MRuXF68pfjNte5,233787,4,0.261,1.0,0.623,0.334
0.78,0.719,8,-4.167,0,0.347,0.0396,0.0,0.43,0.384,137.18,audio_features,0cGn4vxyoBftN61XUv2aQk,213853,4,0.519,0.992,0.153,0.219
0.597,0.427,5,-6.764,0,0.0536,0.18,1.33e-05,0.121,0.0997,120.085,audio_features,787rCZF9i4L1cXGMkdyIk4,220133,4,0.437,1.0,0.53,0.506
0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536,audio_features,2gAGWaK4wvt2xrFUlR4mK8,323960,4,0.047,0.788,0.576,0.643
0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,audio_features,6XjDF6nds4DE2BBbagZol6,222000,4,0.791,1.0,0.492,0.499
0.696,0.496,9,-7.532,0,0.0365,0.273,0.000397,0.0626,0.476,100.025,audio_features,4yyCGGdTVaYG17vhsrUPoL,184806,4,0.5,1.0,0.648,0.501
0.866,0.482,7,-9.208,1,0.331,0.000993,0.0,0.325,0.602,96.978,audio_features,7f6PquSCnTPMb1AbBu92oI,219754,4,0.664,1.0,0.719,0.726
0.803,0.648,0,-6.596,1,0.0645,0.132,0.0,0.138,0.936,99.987,audio_features,60sKzWUNVvZ0QeX5tcgnlp,135353,4,0.531,1.0,0.507,0.945
0.802,0.702,11,-7.078,0,0.0515,0.00649,0.000354,0.175,0.835,98.012,audio_features,4I8Yw2b1m3R2EIm7gkyRJV,203005,4,0.346,1.0,0.31,0.349
0.817,0.623,9,-6.746,1,0.185,0.0449,0.0,0.0723,0.707,98.102,audio_features,09BJRTCa0JuHD6TxtGVYj5,173878,4,0.889,1.0,0.688,0.588
0.788,0.573,9,-6.421,0,0.114,0.143,0.0,0.332,0.484,100.017,audio_features,7ps2ubDk6VEytKw5xFSZeE,144000,4,0.534,1.0,0.374,0.342
0.771,0.791,7,-4.84,1,0.115,0.00401,1.65e-05,0.479,0.879,97.003,audio_features,0lmyDhAiTPwYC9e2rDAGEO,183287,4,0.639,1.0,0.456,0.497
0.798,0.692,11,-5.214,0,0.0662,0.0477,0.0,0.113,0.777,100.021,audio_features,5iPk6ylNdN0Rw8bMtQzIgh,127200,4,0.486,1.0,0.45,0.474
0.706,0.788,6,-6.868,0,0.142,0.0421,0.0,0.348,0.216,98.056,audio_features,61xa5UP0WKT6iKhEqzFa4j,124970,4,0.724,1.0,0.617,0.537
0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,3ZOEytgrvLwQaqXreDs2Jx,269000,4,0.122,1.0,0.608,0.38
0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,329733,4,0.53,1.0,0.603,0.607
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,215907,4,0.0,1.0,0.358,0.515
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,264307,4,0.177,0.913,0.536,0.496
0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,audio_features,64BbK9SFKH2jk86U3dGj2P,255373,4,0.75,0.981,0.435,0.565
0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,audio_features,2aibwv5hGXSgw7Yru8IYTO,334667,4,0.27,0.949,0.515,0.575
0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,audio_features,10Nmj3JCNoMeBQ87uw5j8k,282160,4,0.286,1.0,0.018,0.265
0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,216933,4,0.382,0.879,0.102,0.377
0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,audio_features,0uppYCG86ajpV2hSR3dJJ0,282907,4,0.379,1.0,0.185,0.35
0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,audio_features,2oaK4JLVnmRGIO9ytBE1bt,302000,4,0.367,1.0,0.0,0.0
0.4,0.915,0,-4.89,1,0.279,0.083,0.0,0.0503,0.871,89.006,audio_features,2a1o6ZejUi8U3wzzOtCOYw,198773,3,0.046,0.881,0.35,0.49
0.822,0.713,9,-7.501,1,0.122,0.186,0.00013,0.0431,0.714,94.034,audio_features,69Ej1xrGjOcHvIMtMKxK0G,204600,4,0.353,1.0,0.339,0.336
0.887,0.701,4,-5.892,0,0.0872,0.106,0.00948,0.0466,0.965,110.002,audio_features,48NXpYRuvv9izul4oXhqS9,315293,4,0.968,1.0,0.279,0.424
0.788,0.873,7,-2.322,1,0.117,0.00607,0.00052,0.0908,0.703,91.981,audio_features,79zvVrn65ksbiGQxrtV4I5,193613,4,0.184,1.0,0.303,0.44
0.801,0.839,1,-3.267,0,0.24,0.0206,7.08e-05,0.0946,0.792,170.013,audio_features,4f49sFQko7jHLEFd3tCf5p,229027,4,0.749,1.0,0.681,0.653
0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.753,0.729,113.999,audio_features,5nJaS3PEpyPfaWiLxIGtRX,239493,4,0.754,1.0,0.687,0.51
0.73,0.863,1,-5.082,1,0.153,0.0373,0.0,0.491,0.818,170.017,audio_features,0BenZn1xELuxhb7Pjwyjxv,237973,4,0.229,1.0,0.023,0.161
0.831,0.818,2,-7.827,1,0.0824,0.0245,0.000319,0.0892,0.819,95.022,audio_features,1PZrHbJjt5t7dP9OGRxcD0,212413,4,0.662,1.0,0.302,0.147
0.553,0.879,5,-4.519,0,0.361,0.425,0.0,0.292,0.757,86.657,audio_features,4MLSjN1xAevuHXoSs8etwl,305667,4,0.316,0.729,0.154,0.204
0.801,0.716,7,-8.398,0,0.0538,0.282,1.07e-05,0.163,0.777,94.004,audio_features,3gvGnkmg8zVZdBAx4B7Cvq,252387,4,0.861,1.0,0.577,0.435
0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.177,audio_features,6dGnYIeXmHdcikdzNNDMm2,185733,4,0.688,0.784,0.839,0.5
0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.524,audio_features,3BQHpFgAp4l80e1XslIjNI,125667,4,0.214,0.922,0.563,0.604
0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,audio_features,5ZBeML7Lf3FMEVviTyvi8l,155227,4,0.702,0.857,0.741,0.562
0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,243027,4,0.186,1.0,0.842,0.72
0.53,0.376,9,-11.913,0,0.04,0.0304,0.247,0.0926,0.188,164.775,audio_features,2EqlS6tkEnglzr7tkKAAYD,259947,4,0.181,1.0,0.626,0.503
0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,audio_features,3KfbEIOC7YIv90FIfNSZpo,146333,4,0.016,1.0,0.597,0.59
0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,138387,4,0.625,0.873,0.857,0.832
0.378,0.557,10,-9.127,1,0.0249,0.0161,0.0,0.115,0.53,147.43,audio_features,1RP85mAmvJ8baqjP53kFJu,431453,4,0.01,1.0,0.344,0.431
0.496,0.703,7,-6.905,1,0.0377,0.525,2.12e-06,0.305,0.936,130.915,audio_features,5Qe7NHxeLAn8KoLTNLSdwe,146720,4,0.608,1.0,0.452,0.512
0.406,0.338,0,-10.872,1,0.0303,0.195,2.57e-06,0.138,0.379,132.875,audio_features,0pNeVovbiZHkulpGeOx1Gj,182293,4,0.163,1.0,0.515,0.558
0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,3tt9i3Hhzq84dPS8H7iSiJ,162638,4,0.877,1.0,0.588,0.485
0.725,0.801,4,-6.544,1,0.0372,0.0333,6.13e-06,0.156,0.642,135.162,audio_features,0lbDzTINTToToBpkrnQT2t,279276,3,0.927,0.978,0.31,0.357
0.777,0.774,8,-3.079,0,0.0553,0.0895,0.000401,0.0909,0.661,123.982,audio_features,5KbBVSj6AJZ5662fO8EYFh,189669,4,0.806,1.0,0.353,0.406
0.574,0.799,0,-3.726,1,0.0396,0.578,0.0,0.498,0.761,132.525,audio_features,49Zc3sEJHADPoVDM4jNKgs,188412,4,0.509,0.945,0.583,0.669
0.817,0.851,11,-3.309,0,0.0627,0.0351,0.0,0.232,0.886,127.019,audio_features,1MB8kTH7VKvAMfL9SHgJmG,215600,4,0.929,1.0,0.336,0.406
0.697,0.74,6,-4.717,0,0.0397,0.0132,0.000155,0.117,0.331,131.938,audio_features,6xqQDwzjswlToEEHgvA3KM,239482,4,0.806,0.936,0.499,0.464
0.793,0.782,4,-3.945,1,0.0582,0.447,0.0,0.124,0.81,143.86,audio_features,1WH3iquIQXnSPwUzlROT8R,191945,4,0.663,1.0,0.0,0.064
0.788,0.477,4,-7.348,1,0.0434,0.549,0.0,0.349,0.86,94.983,audio_features,5jf0PmPCHefQ78uAzqIqbj,213027,4,0.428,0.717,0.386,0.442
0.717,0.616,0,-6.867,1,0.0681,0.0221,0.000512,0.0774,0.527,179.927,audio_features,3KV9n8QMepWCXI3TkWKeZy,174526,4,0.296,1.0,0.563,0.736
0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,audio_features,5VzNsUnLmYcRfRfxpQsusa,216107,4,0.464,1.0,0.295,0.498
